spec_id,original_path,candidate_path,exists_after_remap,is_test_path,notes
SPEC-007-5-4,tests/governance/auto-promote.test.ts,,false,true,
SPEC-007-5-5,src/adapters/sentry-adapter.ts,,false,false,
SPEC-007-5-5,src/adapters/sentry-types.ts,,false,false,
SPEC-007-5-5,src/adapters/sentry-enrichment.ts,,false,false,
SPEC-007-5-5,src/runner/observation-runner.ts,,false,false,
SPEC-007-5-5,tests/adapters/sentry-adapter.test.ts,,false,true,
SPEC-007-5-6,tests/governance/cooldown.test.ts,,false,true,
SPEC-007-5-6,tests/governance/oscillation.test.ts,,false,true,
SPEC-007-5-6,tests/governance/effectiveness.test.ts,,false,true,
SPEC-007-5-6,tests/governance/effectiveness-writeback.test.ts,,false,true,
SPEC-007-5-6,tests/governance/auto-promote.test.ts,,false,true,
SPEC-007-5-6,tests/governance/override-scheduler.test.ts,,false,true,
SPEC-007-5-6,tests/triage/notification.test.ts,,false,true,
SPEC-007-5-6,tests/triage/notification-receiver.test.ts,,false,true,
SPEC-007-5-6,tests/adapters/sentry-adapter.test.ts,,false,true,
SPEC-007-5-6,tests/reports/weekly-digest.test.ts,,false,true,
SPEC-007-5-6,tests/integration/governance-lifecycle.test.ts,,false,true,
SPEC-007-5-6,tests/integration/digest-generation.test.ts,,false,true,
SPEC-007-5-6,tests/e2e/full-feedback-loop.test.ts,,false,true,
SPEC-007-5-6,tests/e2e/oscillation-loop.test.ts,,false,true,
SPEC-007-5-6,tests/e2e/auto-promote-override.test.ts,,false,true,
SPEC-007-5-6,tests/helpers/mock-mcp.ts,,false,true,
SPEC-007-5-6,tests/helpers/mock-observations.ts,,false,true,
SPEC-007-5-6,tests/helpers/mock-deployments.ts,,false,true,
SPEC-007-5-6,tests/helpers/test-clock.ts,,false,true,
SPEC-008-1-01,intake/adapters/adapter_interface.ts,,false,false,
SPEC-008-1-01,intake/db/schema.sql,,false,false,
SPEC-008-1-01,intake/db/migrations/001_initial.sql,,false,false,
SPEC-008-1-01,intake/db/migrator.ts,,false,false,
SPEC-008-1-02,intake/db/repository.ts,,false,false,
SPEC-008-1-03,intake/authz/authz_engine.ts,,false,false,
SPEC-008-1-03,intake/authz/audit_logger.ts,,false,false,
SPEC-008-1-03,intake/rate_limit/rate_limiter.ts,,false,false,
SPEC-008-1-04,intake/core/sanitizer.ts,,false,false,
SPEC-008-1-04,intake/config/injection-rules.yaml,,false,false,
SPEC-008-1-04,intake/core/request_parser.ts,,false,false,
SPEC-008-1-05,intake/core/duplicate_detector.ts,,false,false,
SPEC-008-1-05,intake/queue/request_queue.ts,,false,false,
SPEC-008-1-05,intake/queue/starvation_monitor.ts,,false,false,
SPEC-008-1-06,intake/core/intake_router.ts,,false,false,
SPEC-008-1-06,intake/handlers/submit_handler.ts,,false,false,
SPEC-008-1-06,intake/handlers/status_handler.ts,,false,false,
SPEC-008-1-06,intake/handlers/list_handler.ts,,false,false,
SPEC-008-1-06,intake/handlers/cancel_handler.ts,,false,false,
SPEC-008-1-06,intake/handlers/pause_handler.ts,,false,false,
SPEC-008-1-06,intake/handlers/resume_handler.ts,,false,false,
SPEC-008-1-06,intake/handlers/priority_handler.ts,,false,false,
